path,sheet,test_name,message,issues,location,example
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(230, (0, 'Statement'))","Says his state budget will provide an increase in state funding for the 2011-12 school year. ""The post office right now, this year, is operating with about a $12 billion surplus.""."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(231, (0, 'Statement'))","A CDC report found that ""people who wear masks, are actually ‘collecting' the virus in their masks."". ""This virus has a cure. It is called hydroxychloroquine, zinc, and Zithromax. I know you people want to talk about a mask. Hello? You don't need (a) mask. There is a cure.""."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(234, (0, 'Statement'))",(The Opportunity Scholarship Act) would be funded directly from public school budgets. So it would absolutely take money out of the public school system to transfer to private and religious schools. The vast majority of our public school students are receiving less state support than their private voucher peers.
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(237, (0, 'Statement'))","Says as of November, we were ranked 45th in the nation in terms of job creation, according to the U.S. Bureau of Labor Statistics. New Mexico was 46th in teacher pay (when he was elected), now we're 29th."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(243, (0, 'Statement'))","Says Scott Walker cut taxes for the wealthiest and raised taxes on 140,000 Wisconsin families. Says Wisconsin Gov. Scott Walkers budget calls for raising property taxes by nearly $500 billion."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(245, (0, 'Statement'))","The unemployment rate among (the) non-college-educated is well into the double digits in America. Its 4 percent or 5 percent for people who have college degrees. Unemployment for those with college educations is now 4.5 percent. Unemployment for those with more than a college education, below 4 percent."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(246, (0, 'Statement'))","Starting in December 2007, 1.4 million jobs were created in Texas. In that same period, the rest of the country lost 400,000 jobs. An audit of the last census found that over 370,000 people living in Texas were not counted, and our state lost an estimated $1 billion in federal funds as a result."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(250, (0, 'Statement'))","Most of the people that work in finance make $70,000, $80,000 a year. Women in the United States are paid about 70 percent of what men earn for the same work."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(251, (0, 'Statement'))",The rate in which people are working (in Wisconsin) is almost five points higher than it is nationally. Wisconsins 6th congressional district has more manufacturing jobs than almost any other in the nation.
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(253, (0, 'Statement'))","When adjusted for inflation, (Texas) per-student spending has remained relatively flat over the past 16 years. Despite that trend, Texas schools in 2017 will receive $381 less per student than they did in 2003. State school funding per pupil is down 16 percent compared to 2009, after adjusting for inflation."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(255, (0, 'Statement'))","There have been multiple media reports about (Donald Trumps) business dealings with the mob, with the mafia. Team Trump has accused Ted Cruz of fraud in Iowa, Texas, Colorado, Oklahoma, Louisiana, Kansas, Maine, Utah and Wisconsin."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(257, (0, 'Statement'))","These steps (a middle-class tax cut, national health care plan, foreclosure prevention fund, Social Security fix and more) are all paid for. I believe in tax cuts. I believe in being a supply-sider. I cut the income tax I think it was 24 percent. We got 42 percent more revenues."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(259, (0, 'Statement'))","President Obamas suggested reduction in spending for next year: $0. Obama voted ""to cut off funding for our American troops on the battlefield.""."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(260, (0, 'Statement'))","The potential Iran nuclear agreement would limit Iran to the number of centrifuges needed for a weapon but too few for a nuclear power program. When those restrictions expire (in the Iran nuclear deal), Iran will have an industrial-size military nuclear capability ready to go."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(261, (0, 'Statement'))","The government will go out and buy my breast pump for my babies. Health care reform ""establishes a new board of federal bureaucrats (the 'Health Benefits Advisory Committee') to dictate the health plans that all individuals must purchase.""."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(268, (0, 'Statement'))","When Rick Scott was governor, Florida ""invested record funding in HIV/AIDS prevention."". A study ranked Florida No. 1 in government corruption under Gov. Rick Scott."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(269, (0, 'Statement'))","Rather than work to secure the border, (Marco Rubio) supported Obamas amnesty plan for illegal immigrants. Says Marco Rubio voted against every bill that would have helped keep our families safe. He even voted against a bipartisan measure, introduced by a Republican, to prevent people on the no-fly list from purchasing guns."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(271, (0, 'Statement'))","To give the proposed economic stimulus plan some perspective, ""if you started the day Jesus Christ was born and spent $1 million every day since then, you still wouldnt have spent $1 trillion."". Repealing and replacing Obamacare thats going to save $1 trillion over a 10-year period."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(273, (0, 'Statement'))",We now actually import more oil than we did before 9/11. We import more oil today than ever before.
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(282, (0, 'Statement'))","Its just been announced that the residents of Florida are going to experience a massive, double-digit premium hike. ""Allegiant Air is rewarding everyone with 2 free plane tickets to celebrate April Aviation Week!""."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(285, (0, 'Statement'))","There isnt a single (Texas) legislator under the age of 30, even though millennials make up 25 percent of the electorate in Texas. Says neither President Barack Obama nor Mexico President Felipe Calderon have been on the border to see whats happening to the citizens of Mexico, and for that matter the citizens of Texas."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(287, (0, 'Statement'))","Obama has racked up more debt than any president in history over $5 trillion. Says President Barack Obama added $6.5 trillion to the national debt in his first term, more than the $6.3 trillion added by the previous 43 presidents combined."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(288, (0, 'Statement'))","Because of the new health care law, 2.5 million young adults now have coverage. ""For people making between $50,000 and $75,000 a year, their taxes are going up about $5,000 because the fact is, they will pay more in new taxes"" for Medicare for All."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(291, (0, 'Statement'))","Recently we have seen our government debt grow by $3.4 trillion during the first 29 months of the Obama administration -- the equivalent of about $4 billion per day. Weve added, in the last eight years, $4 trillion of debt to the nations obligations."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(297, (0, 'Statement'))","""Democrats just elected (include)… a man who preys on underage prostitutes … and an anti-semitic racist who beats women."". ""Nancy Pelosi, Adam Schiff, and the rest of the corrupt Democrats made a promise to their crazy left-wing base that they would impeach me even BEFORE I took office.""."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(298, (0, 'Statement'))","To pay for government growth, leaders of both parties borrowed $4 billion a day, leaving us with todays $14 trillion debt. Says an average of $4 billion is added to the national debt every day."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(299, (0, 'Statement'))","Ninety-six percent of the last session, (U.S. Rep. Henry Cuellar) voted with Nancy Pelosi. Says Glenn Nye voted in lock step with Nancy Pelosi 83 percentof the time."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(302, (0, 'Statement'))","Says Canada has one-tenth of our populationyet it issues far more high-skilled visas (more than 150,000) yearly than we do (65,000). Says ""wealthy people in Canada donate to hospitals"" to get better health care treatment."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(305, (0, 'Statement'))","Says Donald Trump proposes to deport 16 million people, 11 million who are here without documents, and both Donald Trump and Mike Pence want to get rid of birthright citizenship. ""Donald Trump would receive $17 million for three hotels closed for four days under Republican bill! How in the hell is this right?!""."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(306, (0, 'Statement'))",Georgia has led the nation in student fatalities caused by motorists illegally passing stopped school buses. Georgia can substantially increase its funding for education by going after $25 billion in uncollected taxes.
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(311, (0, 'Statement'))","""Pelosi tried to block voter ID/absentee ballot protections."". Says Nancy Pelosi delayed coronavirus funding so ""Dems could campaign on it.""."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(316, (0, 'Statement'))","During his governorship, Virginia made ""the largest investment ever in K-12 education."". When I took office last year we faced historic budget deficits of $6 billion here in Virginia. And we closed those deficits by cutting spending."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(318, (0, 'Statement'))","Al-Qaida operatives, have said, Hey, we want you to use this loophole (for purchasing guns despite being on a watch list) to attack and kill Americans. ""Anybody can buy any weapon, any time without much, if any, regulation. They buy it over the internet. They can buy machine guns.""."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(322, (0, 'Statement'))",Says his plan would cut taxes without increasing the deficit. Says she balanced a $10 billion budget shortfall without raising taxes.
