path,sheet,test_name,message,issues,example
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(55, (0, 'Requirement'))","A working group, with members from all Business Areas/Business Units involved, has been set up to investigate available solutions on the market and recommend a tool set for SE. "
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(57, (0, 'Requirement'))",IT Purchasing’s commission is to execute a Master/ Frame Agreement with one or more vendors and applications from their portfolios possible to use for The ACME Group. 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(75, (0, 'Requirement'))",No documents or CD / DVDs will be returned
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(76, (0, 'Requirement'))","This RFI requires that all products and/or functionality expressed in the responses to this RFI, are generally available from the Supplier (or his subcontractors) for a period of at least six months. "
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(77, (0, 'Requirement'))","If the Supplier wishes to set forth a product and/or function that does not match this description (product under development, for example) this has to be clearly expressed in the responses, including an explanation why it is considered to have a better potential for ACME."
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(79, (0, 'Requirement'))","Suppliers ability to support needed Systems Engineering capabilities, for example: Stakeholder Requirements Management, Requirements Management, System Architecture and Design (MBSE), Develop alternatives / robust concept selection, Requirements Verification and Validation, Configuration / Change Management of work items, Support for project management & metrics, Support for Product Family engineering, Global operation, Compliance to IS/IT Solution Architectural criteria. for exmple: System Requirement, Client/web access, Database solutions, Functional capabilities of tool environments, for example: The Supplier’s ability to deliver according to our requirements, The Technological and functional capacity to implement and fulfill any given requirements,No specific adaptions, out of the box solution, Total Cost of ownership, for example: Investment and Running Cost"
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(81, (0, 'Requirement'))","Suppliers selected, after screening RFI responses, will have the possibility to make one presentation of their proposal/system, including demo."
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(86, (0, 'Requirement'))",This project will not only look for a single vendor/tool solution. 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(92, (0, 'Requirement'))",Text entries within << >> signs are examples that should be replaced with vendor specific information
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(105, (0, 'Requirement'))","If the solution does not have a proprietary database it shall support one the following databases, Oracle, MySQL, Postgres (preferred) possibly SQL Server."
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(116, (0, 'Requirement'))",ACME runs VMWare 5.1U1 (today) or 5.1U3. 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(131, (0, 'Requirement'))","The supplier must detail the recommended configuration (RAM, hard drive size, processor speed). "
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(144, (0, 'Requirement'))","For authentication to the web service, the provider must indicate the authentication mechanisms available (basic authentication, user of a server certificate, joint use of a server certificate and a client certificate etc). "
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(148, (0, 'Requirement'))","The response time access to data streams (3D content, 2D) must be uniform throughout the world."
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(149, (0, 'Requirement'))","If, to achieve this objective, the solution should include mechanisms for replication streams on multiple sites (ACME like Romania or Brazil) the solution should be detailed."
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(150, (0, 'Requirement'))","Element solution to specify: When replication is initiated (on demand or anticipated), Can it be filtered according to the location of the site, content criteria or by access-related profile, If content criteria, the nature of the content criteria: attributes, location inside the organization database."
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(151, (0, 'Requirement'))",The Solution Provider must ensure its compatibility with the technologies of data transfer (CFT and MQ) and detail a technical solution for the integration of two technologies The publisher must detail its solution elements in the answer.
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(152, (0, 'Requirement'))",The Solution Provider must ensure that there is no degradation of response time caused by internal batch processing to the solution (full text indexing) or external (data transfer with other ACME IT systems).
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(155, (0, 'Requirement'))","The provider must specify the data to be stored (databases, full text indexing, RSS replicated if more data to be stored), the order of safeguards to ensure a consistent backup, possible additional backup steps to ensure the entire backup. "
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(157, (0, 'Requirement'))","The provider must specify the data to be restored (database, full-text index, RSS replicated if other data should be saved), the order of restoration ensuring consistency of food, possible additional steps to safeguard guarantee the complete restoration"
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(167, (0, 'Requirement'))",Does the application has a management console and / or administration? 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(168, (0, 'Requirement'))","Level of functionality offered: Ability to check if the software components are available (""ping application""), Monitoring of system activities and components Access indicators of system activity (number of active sessions, memory usage, etc....)"
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(170, (0, 'Requirement'))",Does the software uses a standard technology (eg FlexLM) or a proprietary technology?? 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(173, (0, 'Requirement'))",Supplier must indicate if tools are available to import / export content or configuration between environments (eg change the configuration to test production environments). 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(174, (0, 'Requirement'))","For each tool, the supplier must specify what data is imported or exported, the filtering level (all data, filtered data), format (XML-based file-based, multi file or single file) and the procedure associated."
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(176, (0, 'Requirement'))",ACME recommended platform are RedHat Linux 6.5 (preferably) or Windows 2012 R2. 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(181, (0, 'Requirement'))","Thus, if supplier is requiring for some server component (3D converter for instance) a specific graphic card with a hardware OpenGL support, the required graphic card must be detailed. "
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(188, (0, 'Requirement'))","Supplier should detail recommended configuration (RAM, hard disk size, CPU frequency). "
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(191, (0, 'Requirement'))",Please detail recommended Client desktop recommended CPU (frequency). 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(193, (0, 'Requirement'))","Please indicate minimum version for supported web navigator (Internet Explorer, Firefox etc...). "
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(198, (0, 'Requirement'))","Is solution is requiring no proprietary database, it should support Oracle, PostGres (preferably), possibly but not recommended SQL Server. "
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(212, (0, 'Requirement'))",ACME is currently virtualizing using VMWare ESX 5.1U1 (today or 5.1U3 (one year target).
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(219, (0, 'Requirement'))","At best, supplier solution should fully be compatible with a complete component combination (compatibility of J2EE applicative and database version with associated compatible operating system). "
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(228, (0, 'Requirement'))","Please detail if ENX authorized protocols are supported between client desktop and ACME ENX DMZ - HTTP/ HTTPS - SOAP with or without WS-Security - CFT (transactional file transfer protocol, concurrent technology with FTP) - MQ Series - ICA over HTTPS (Citrix emulation) - SQL Net Oracle (not recommended)"
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(230, (0, 'Requirement'))","Thus license protocols like FlexLM, NAS protocols like (CIFS or NFS) are not allowed. "
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(232, (0, 'Requirement'))",If URL access inside ACME Intranet is: http://myApplication.intran.ACME.com/MyRootFolder/MyPage.jsp 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(233, (0, 'Requirement'))",The client Web access is using URL http://myENXDNS.ACME.enxo.org/MyENXPrefix/MyRootFolder/MyPage.jsp 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(235, (0, 'Requirement'))",Rich client deployed on ENX Citrix farms have limited filtered access to ACME Intranet (only on fixed ports which must be known). 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(236, (0, 'Requirement'))","Vendor should supply list of required ports to access to server components (HTTP, license port etc..., network file access protocols). "
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(243, (0, 'Requirement'))",Supplier should detail if solution vendor should support HTTPS/SSL with server and optional client X509 client certificate.
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(246, (0, 'Requirement'))","ACME business sizing data includes number of users, number of elementary information unit per business user documentation, actual size of information unit and documentation, location of user like Intranet France, decentralized engineering centers (Rumania, Korea etc...) "
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(247, (0, 'Requirement'))",Supplier should explain sizing rules based on business sizing data supplied by ACME (with further details if required by vendor). 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(248, (0, 'Requirement'))","Supplier should detail architecture physical and logical diagram explaining for each machine type, installed components, network protocol flow (protocol, port number) between machines. "
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(263, (0, 'Requirement'))","In case of authenticated web services, solution vendor must indicate available authentication mechanism (basic authentication, server certificate, server and client certificate etc...). "
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(267, (0, 'Requirement'))",See http://www.axway.fr/produits- solutions/mft/a2a-mft/transfer-cft for further detail. 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(269, (0, 'Requirement'))",CFT file transfer server is located in Intranet server and file exchanged with ACME intranet application can be accessed though nas type protocol (NFS or CIFS). 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(274, (0, 'Requirement'))","Response time to access to stream data (video, 3D content) must be granted worldwide. "
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(275, (0, 'Requirement'))","If, to achieve this, solution may include stream replication mechanisms on several sites (ACME authoring sites like Roumania or India), the solution must be detailed. "
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(276, (0, 'Requirement'))","Solution element to specify: - when replication happened (on demand or pushed) - can it be filtered according to site location, content criteria or accessing user profile - in case of content criteria, nature of content criteria: attributes, location inside solution database organization, ACME applicability usage (ability to replicate only X95 documentation of diesel engine for instance). "
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(278, (0, 'Requirement'))",Solution vendor must grant compatibility with these technologies (CFT and MQ) and detail technical solution for both technology integration. 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(280, (0, 'Requirement'))",Solution vendor must grant no response time downgrade caused by batch processing either internal (on the fly full text indexing) or external (exchange with other ACME IT systems).
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(281, (0, 'Requirement'))","Solution vendor must indicate recommended environments used in typical deployment (testing, development, production etc). "
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(283, (0, 'Requirement'))",Environment management must enable reduce or ideally hidden lengthy migration process (for instance migration processed in background in database separated from production activity with last minute database change) 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(284, (0, 'Requirement'))",Solution vendor must indicate whether tools are available to import / export content or configuration between environments (for instance move configuration from testing to production environment). 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(285, (0, 'Requirement'))","For each tool, solution vendor must specify, which data are imported or exported, level of filtering (all data, filtered data), format (XML based, file based, multi or single file), associated procedure. "
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(288, (0, 'Requirement'))","Please detail: data type to store (database, full text index, replicated stream if any, possible other data to store),  the order of backup granting a coherent backup, possible additional backup steps to grant integrity of backup."
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(290, (0, 'Requirement'))","Solution vendor must specify data to restore (database, full text index, replicated stream if any, possible other data to store), the order of restore granting a coherent recovery, possible additional backup steps to grant integrity of restore. "
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(301, (0, 'Requirement'))"," Please detail ITO level integration (SNMP, log with associated format, any other mechanism)"
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(302, (0, 'Requirement'))",Does the software have a management console and / or an administration console. 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(304, (0, 'Requirement'))","Can the software package interface with market administration or supervision tools (HP / ITO, Nagios). "
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(305, (0, 'Requirement'))",Ability to check if software components are available (“applicative ping”). 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(306, (0, 'Requirement'))","Please detail if vendor solution supplies monitoring activity indicators (number of active sessions, memory usage, etc...) "
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(309, (0, 'Requirement'))",Is software using standard technology (ex FlexLM) or proprietary technology? 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(315, (0, 'Requirement'))",What is possible programming language(s) for customization Is single language used or language is depending on customized component. 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(316, (0, 'Requirement'))",Please detail development tool usable by the client company (Identify parts running on a server and those running on a client) 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(318, (0, 'Requirement'))",Describe mechanism to deploy new configuration / extension on server side. 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(329, (0, 'Requirement'))","1 h down time per business day (Monday to Friday), 2 hours downtime during week-end day (Saturday and Sunday). "
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(333, (0, 'Requirement'))",Environment management critical data management Is testing or development environment containing critical data (data which loss or thief is causing major financial drawback to ACME)? 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(340, (0, 'Requirement'))","ASP provider must detail escalation process (actors, tasks) and interaction with ACME during escalation process. "
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(346, (0, 'Requirement'))",Network latency must be minimal (< 30 ms per network packet). 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(349, (0, 'Requirement'))","The purpose of the present Request For Information (RFI) is to obtain preliminary proposals from all those suppliers who may be interested in providing a Communications and Information Systems architectures development tool to support the Spanish Ministry of Defense, in accordance with the criteria provided in this document."
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(355, (0, 'Requirement'))","The Order DEF/2639/2015, of December 3rd, which establishes the Spanish Ministry of Defense Communications and Information Systems Policy (CIS Policy), includes in its article 7 the general guidelines by which the planning and the CIS resourcing, its control, organization, operation and maintenance, for the establishment and provision of the associated services, should be governed. "
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(357, (0, 'Requirement'))","In the article 7.3.a), the CIS Architectures to be developed are established and organized in the following hierachical way: 1st. "
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(358, (0, 'Requirement'))",Spanish Ministry of Defense Communications and Informations Systems Overarching Architecture (AG CIS/TIC); 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(360, (0, 'Requirement'))","The Instruction 58/2016, of October 28th, of the Secretary of State for Defense, by which the Spanish Ministry of Defense Communications and Information Systems Overarching Architecture (AG CIS/TIC) is aproved, establishes the principles to develop the CIS Architecture."
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(365, (0, 'Requirement'))","On the other hand, the aforementioned AG CIS/TIC includes, among its derived actions, the following steps for its development as follows."
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(366, (0, 'Requirement'))","Enable the incremental and sequential development of the Reference and Target CIS Architectures of the Spanish Ministry of Defense, in accordance with what it is established in the AG CIS/TIC and with the operative priorities of the Armed Forces (FAS), guaranteeing full ingration of the CIS Capabilities of the Department in the interoperability policy framework that ensures the end-to-end service provision. "
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,special_characters,Special characters found,"(367, (0, 'Requirement'))","Harmonize the process between the CIS Architecture development and the CIS resources and finance planning in the Defense Planning framework, ensuring the alignment of the CIS Capabilities with the Armed Forces (FAS) and the Department needs regarding the available financial resources."
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,white_space,Leading or trailing white space found,"(0, (0, 'Requirement'))",The tool should be robust and ease of use.  (Takes little time to manage the tool). 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,white_space,Leading or trailing white space found,"(1, (0, 'Requirement'))",Generate document (process guide) from process diagrams in a customizable format.  
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,white_space,Leading or trailing white space found,"(2, (0, 'Requirement'))","Both images and data
Standard process role names should be populated in a drop down menu to maintain name consistency across processes.  "
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,white_space,Leading or trailing white space found,"(9, (0, 'Requirement'))",The software needs to be configurable to meet our needs. 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,white_space,Leading or trailing white space found,"(12, (0, 'Requirement'))",The tool should identify/keep track of relationships between processes so that consistency in process integration touch points can be maintained.  
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,white_space,Leading or trailing white space found,"(14, (0, 'Requirement'))",The tool should provide a means of generating RACI charts. 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,white_space,Leading or trailing white space found,"(22, (0, 'Requirement'))",The tool should have the ability to create simulation processes and reports. 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,white_space,Leading or trailing white space found,"(32, (0, 'Requirement'))","The tool needs to support any naming or numbering formats
"
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,white_space,Leading or trailing white space found,"(35, (0, 'Requirement'))","Looking at our current engineering practices, that are very much hardware component driven, we want to be more pro-active (up-front system design). "
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,white_space,Leading or trailing white space found,"(38, (0, 'Requirement'))","In this RFI, the following fields of Systems Engineering expertise will be in focus: Stakeholder Requirements Management, Requirements Management, Systems Architecture and Design (MBSE), Requirements driven Verification and Validation. "
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,white_space,Leading or trailing white space found,"(42, (0, 'Requirement'))",When describing our capabilities we have used a definition “work item”. 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,white_space,Leading or trailing white space found,"(43, (0, 'Requirement'))",A work item is a single unit or object in the tool that all can build up structures or contain structures. 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,white_space,Leading or trailing white space found,"(45, (0, 'Requirement'))",The ACME Group has initiated a project to evaluate Systems Engineering tool sets in order to make a proposal to replace the current scattered tool environment used within the ACME Group. 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,white_space,Leading or trailing white space found,"(46, (0, 'Requirement'))","The new tool set shall be used, in long term, as a global solution for the ACME Group. "
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,white_space,Leading or trailing white space found,"(47, (0, 'Requirement'))",The ACME Group hereby invites your company to give a proposal on a Systems Engineering tool environment according to this RFI. 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,white_space,Leading or trailing white space found,"(49, (0, 'Requirement'))","In order to propose your System Engineering tool set and to participate in our evaluation, please respond to this RFI by January 15th - 2011 at 6 pm CET. "
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,white_space,Leading or trailing white space found,"(50, (0, 'Requirement'))",You will then be informed whether or not you are invited to participate in following detailed evaluations. 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,white_space,Leading or trailing white space found,"(52, (0, 'Requirement'))",IT Purchasing is responsible for the commercial relations towards Suppliers. 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,white_space,Leading or trailing white space found,"(53, (0, 'Requirement'))",As such ACME Group Global IT Purchasing holds the Purchasing power and mandates for authorization to reach Commercial Agreements. 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,white_space,Leading or trailing white space found,"(55, (0, 'Requirement'))","A working group, with members from all Business Areas/Business Units involved, has been set up to investigate available solutions on the market and recommend a tool set for SE. "
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,white_space,Leading or trailing white space found,"(57, (0, 'Requirement'))",IT Purchasing’s commission is to execute a Master/ Frame Agreement with one or more vendors and applications from their portfolios possible to use for The ACME Group. 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,white_space,Leading or trailing white space found,"(59, (0, 'Requirement'))",In this RFI document you will find necessary data and information. 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,white_space,Leading or trailing white space found,"(61, (0, 'Requirement'))",All information in this RFI is confidential as well as all documentation received by ACME Global IT Purchasing. 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,white_space,Leading or trailing white space found,"(62, (0, 'Requirement'))",This RFI will be distributed to a selection of potential suppliers. 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,white_space,Leading or trailing white space found,"(63, (0, 'Requirement'))","All RFI responses, received up to and including the Closing Date, will be considered valid. "
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,white_space,Leading or trailing white space found,"(67, (0, 'Requirement'))","All RFI responses, once received, will become the property of ACME. "
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,white_space,Leading or trailing white space found,"(68, (0, 'Requirement'))","The response shall be submitted in English, original to be sent by mail and a copy by e-mail. "
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,white_space,Leading or trailing white space found,"(70, (0, 'Requirement'))","According to the RFI responses, questions can be raised by ACME. "
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,white_space,Leading or trailing white space found,"(72, (0, 'Requirement'))",Receivers of this RFI are asked to confirm the receipt of this RFI by written acknowledgement no later than the date specified in Time Table. 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,white_space,Leading or trailing white space found,"(74, (0, 'Requirement'))",ACME shall not be held liable for any costs whatsoever incurred by the Supplier in order to prepare information relevant to the participation in this RFI. 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,white_space,Leading or trailing white space found,"(76, (0, 'Requirement'))","This RFI requires that all products and/or functionality expressed in the responses to this RFI, are generally available from the Supplier (or his subcontractors) for a period of at least six months. "
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,white_space,Leading or trailing white space found,"(86, (0, 'Requirement'))",This project will not only look for a single vendor/tool solution. 
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,white_space,Leading or trailing white space found,"(89, (0, 'Requirement'))","The executive summary, in Appendix A, shall serve ACME Information Technology with the key elements and unique features of the proposal and shall contain the following. "
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,white_space,Leading or trailing white space found,"(91, (0, 'Requirement'))","The questionnaire, in Appendix B, contains sub sections to provide information about vendor company contacts, give a brief presentation of the company and the marketplace and to inform about available products and services. "
data/Final_dataset_RFIs.csv,Final_dataset_RFIs,white_space,Leading or trailing white space found,"(95, (0, 'Requirement'))",These recommendations are intended to enable the supplier to provide a deployable solution in ACME infrastructure. 
